zone,time_elapsed,power_j,watts,watts_since_last,start_power,prev_power,prev_power_reading
uncore,64.063200617,44.595349999999826,0.6961172334895731,0.7390383137469442,1572.511085,43.855778999999984,1617.106435
package-0,65.063796939,1379.9486560000005,21.209182436379376,19.037974018326345,33902.944687,1360.8964339999948,35282.893343
core,65.063869261,1085.2640819999979,16.680014728597072,14.533614072292448,26566.32213,1070.719591000001,27651.586212
uncore,65.063927644,45.29651599999988,0.6961868236178597,0.7006416411970688,1572.511085,44.595349999999826,1617.807601
package-0,66.064509753,1401.4436079999941,21.21327560586689,21.479399819075244,33902.944687,1379.9486560000005,35304.388295
core,66.064582126,1102.2252100000005,16.684087055655983,16.948856163748427,26566.32213,1085.2640819999979,27668.54734
uncore,66.064628273,46.00613499999986,0.6963825128208226,0.709105571401896,1572.511085,45.29651599999988,1618.51722
package-0,67.065149241,1423.607637999994,21.227250544891113,22.149909144971172,33902.944687,1401.4436079999941,35326.552325
core,67.065230924,1119.8146019999986,16.697427357074627,17.578185678111833,26566.32213,1102.2252100000005,27686.136732
uncore,67.065277119,46.73384999999985,0.6968430882199022,0.7272513677987498,1572.511085,46.00613499999986,1619.244935
package-0,68.065826994,1445.2482429999945,21.23311440811922,21.626111590908398,33902.944687,1423.607637999994,35348.19293
core,68.065917513,1136.700417,16.700030682492184,16.87450602667799,26566.32213,1119.8146019999986,27703.022547
uncore,68.065973161,47.6553879999999,0.7001373711874588,0.9209208163664218,1572.511085,46.73384999999985,1620.166473
package-0,69.066673839,1467.1408019999944,21.24240360808944,21.87414842610972,33902.944687,1445.2482429999945,35370.085489
core,69.066777871,1153.9307420000005,16.707505185549483,17.215835137414526,26566.32213,1136.700417,27720.252872
uncore,69.066827147,48.48620099999994,0.7020208623881979,0.8301143268058496,1572.511085,47.6553879999999,1620.997286
package-0,70.067452927,1488.9515029999966,21.250275150110237,21.793507295736777,33902.944687,1467.1408019999944,35391.89619
core,70.067535491,1171.1373109999986,16.71443968938339,17.19300480236836,26566.32213,1153.9307420000005,27737.459441
uncore,70.06758054,49.24496599999998,0.7028228086336976,0.7581668541166532,1572.511085,48.48620099999994,1621.756051
package-0,71.068159482,1510.028674999994,21.24762778054468,21.062264676678243,33902.944687,1488.9515029999966,35412.973362
core,71.068235003,1187.6111139999994,16.71088722756215,16.462151517172853,26566.32213,1171.1373109999986,27753.933244
uncore,71.068274543,50.0247109999998,0.7038981820377145,0.7791935070945303,1572.511085,49.24496599999998,1622.535796
package-0,72.068818622,1531.1015599999955,21.245012959258702,21.0593023396528,33902.944687,1510.028674999994,35434.046247
core,72.068912535,1204.176403999998,16.708717420556724,16.554612738311587,26566.32213,1187.6111139999994,27770.498534
uncore,72.06897802,50.71200699999986,0.7036615166828112,0.6868529990475587,1572.511085,50.0247109999998,1623.223092
package-0,73.069656117,1553.5172859999948,21.26078941487704,22.39681990365216,33902.944687,1531.1015599999955,35456.461973
core,73.069885128,1221.9885939999986,16.72362605717136,17.797166664138356,26566.32213,1204.176403999998,27788.310724
